event_slug,meeting_uuid,meeting_id,topic,host_email,start_time,match_reasons,file_id,file_type,file_extension,recording_type,download_url,local_path,download_status,error
unpromptedcon-org,Ndhr8K/AQiWjsfs/c1BKLg==,82468242121,"Stage 2 Late Afternoon — Agentic SOC, AI Incidents & Vuln Discovery",dr@secwest.net,2026-03-04T22:49:23Z,date_range_only,eecef481-bd16-4ef1-a5a2-9bacf436d57e,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/dMRv74LgyxVHQeRRtT3waEHaLHT_bzYhRFFqmlwhpRm3a5JfhOxwMYe9zZuzuNOvwvxxpvABvE8KHa7a.pJI3mRV-s-78NvZE,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T224923Z__82468242121__dr-at-secwest.net__Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery__audio_transcript__eecef481-bd16-4ef1-a5a2-9bacf436d57e.vtt,downloaded,
unpromptedcon-org,Ndhr8K/AQiWjsfs/c1BKLg==,82468242121,"Stage 2 Late Afternoon — Agentic SOC, AI Incidents & Vuln Discovery",dr@secwest.net,2026-03-04T22:49:23Z,date_range_only,f384c576-dcf1-4a24-aa0b-c246417735c4,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/7i8Zm1NGSTUGx-_PftLvi0AgftGYZKtjag6v93U30uuclLDQXZSCE0SqTzaLNXdaYMzQEh8vsAmu7sCl.bQyRGrcezD_sWHYz?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T224923Z__82468242121__dr-at-secwest.net__Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery__closed_caption__f384c576-dcf1-4a24-aa0b-c246417735c4.vtt,downloaded,
unpromptedcon-org,xd719WsiTzWuUGg8Hu+ekQ==,88453714013,"Stage 2 Early Afternoon — Confidential AI, Synthetic Vulns & ",dr@secwest.net,2026-03-03T20:24:44Z,date_range_only,35552ff8-efb7-4d2f-b0d4-fee7cafc6536,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/HJo2C8jgDQWsHrZ6EzP21kYBVk3m4ROKHWk4FZNT4FXPjm1p4rjrcYboOxRr0R9oMCDWHswGUHeIXHyi.JxOeR_2_vmboKw9g?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T202444Z__88453714013__dr-at-secwest.net__Stage-2-Early-Afternoon-Confidential-AI-Synthetic-Vulns__closed_caption__35552ff8-efb7-4d2f-b0d4-fee7cafc6536.vtt,downloaded,
unpromptedcon-org,xd719WsiTzWuUGg8Hu+ekQ==,88453714013,"Stage 2 Early Afternoon — Confidential AI, Synthetic Vulns & ",dr@secwest.net,2026-03-03T20:24:44Z,date_range_only,ed382938-d51d-4135-a3aa-e1eaf86d2e66,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/RzCdDO58ha9NvjWUkGgvxxyEF8WzSNhhkKsTo3em-5VwaXoSI_lHfXoS4E2k31guvFIoDx6Xo1XIdE5L.QX5tOMN-dX-EWDmS,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T202444Z__88453714013__dr-at-secwest.net__Stage-2-Early-Afternoon-Confidential-AI-Synthetic-Vulns__audio_transcript__ed382938-d51d-4135-a3aa-e1eaf86d2e66.vtt,downloaded,
unpromptedcon-org,iZcQ8Q+vRK27ipvWke3eGQ==,87174872040,"Stage 2 Early Afternoon — SOC Automation, AI Guarantees & Threat Hunting",dr@secwest.net,2026-03-04T21:15:31Z,date_range_only,2ed64979-9011-443c-bec1-8a9dc2da9ea7,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/orSREVaTZhW6zkKsQa2rjoyS-O2sYeCsaeQ8lzRol2LVYEOK0fl5Nj9JjT_gP0_lxw5D97uhSlGtd9dw.Y-WFvWzR46hCOxT-,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T211531Z__87174872040__dr-at-secwest.net__Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting__audio_transcript__2ed64979-9011-443c-bec1-8a9dc2da9ea7.vtt,downloaded,
unpromptedcon-org,iZcQ8Q+vRK27ipvWke3eGQ==,87174872040,"Stage 2 Early Afternoon — SOC Automation, AI Guarantees & Threat Hunting",dr@secwest.net,2026-03-04T21:15:31Z,date_range_only,311def32-11b8-47da-ab97-84826f018b3a,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/4WCOMj116YOSqaUF_i3mYJ7Vx2A60mto42CmwPKV47ePTPRDjbm9Vgig9flbUZeSkua9MlnZGuEYbJgJ.RzCF2JPYLOJC1d7-?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T211531Z__87174872040__dr-at-secwest.net__Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting__closed_caption__311def32-11b8-47da-ab97-84826f018b3a.vtt,downloaded,
unpromptedcon-org,Lsu+Kl/jRvi6TE/kJeMR9Q==,89375426759,"Stage 2 Late Morning — Secure Coding, Prompt Injection & Policy Enforcement",dr@secwest.net,2026-03-04T18:55:03Z,date_range_only,1974b177-b9d2-4ab2-9c85-24f4835ae7bc,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/FIeQ_B8ZMi9poZun4O8kQ6Y_16y3AGSf0mvTdxj3lZo0eX8gbW2llig2p9LlwQUvMIxT86LSwHZEzXLC.FqrSVpSLKIYJv2_P,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185503Z__89375426759__dr-at-secwest.net__Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement__audio_transcript__1974b177-b9d2-4ab2-9c85-24f4835ae7bc.vtt,downloaded,
unpromptedcon-org,Lsu+Kl/jRvi6TE/kJeMR9Q==,89375426759,"Stage 2 Late Morning — Secure Coding, Prompt Injection & Policy Enforcement",dr@secwest.net,2026-03-04T18:55:03Z,date_range_only,ddb708d2-63ba-4f10-8b2a-db2a82550f25,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/IIdgMIDg0UtaqtsxDQBu9Yz6DyBStPhmvuCGslI1ipAimZDSlqqoToO3tlsY4Jlg7xryYOqy7jU1ErIn.OymRXPmm525m7Ema?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185503Z__89375426759__dr-at-secwest.net__Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement__closed_caption__ddb708d2-63ba-4f10-8b2a-db2a82550f25.vtt,downloaded,
unpromptedcon-org,cjZB5O3lR8qbs0r6mnNDJA==,84989988851,"Stage 2 Late Afternoon — Interpretability, Risk Frameworks & Physical AI",dr@secwest.net,2026-03-03T22:50:57Z,date_range_only,76c5197e-4153-434d-9dcc-46b3e77723f4,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/4mjZ9gbIyJhmHXZNJnpPlrrJtnglVcz--oisogmbmlKQziNXQK7ZDIHjT3DDDO3e9yxBQHHlTmVfbaj2.6BvT1k0NIN5xDUMi?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T225057Z__84989988851__dr-at-secwest.net__Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI__closed_caption__76c5197e-4153-434d-9dcc-46b3e77723f4.vtt,downloaded,
unpromptedcon-org,cjZB5O3lR8qbs0r6mnNDJA==,84989988851,"Stage 2 Late Afternoon — Interpretability, Risk Frameworks & Physical AI",dr@secwest.net,2026-03-03T22:50:57Z,date_range_only,d649ccc8-564b-413d-82e6-d1b502959185,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/oQ0eZCV4PQSdPig5yBzMMjgEhF9UcqBOB7owqhvLMCLlXo7Zol0Rthc32EXTB8EKD1DMWNdyXh-UKwc_.jMKLzWzsXJzcCsXu,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T225057Z__84989988851__dr-at-secwest.net__Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI__audio_transcript__d649ccc8-564b-413d-82e6-d1b502959185.vtt,downloaded,
unpromptedcon-org,FBQUb3LMTiqIU16y4Wuubg==,88306059555,"Stage 2 Late Morning — Military AI, DFIR & GenAI Detection",dr@secwest.net,2026-03-03T18:46:01Z,date_range_only,7017aefa-57a1-44e0-85c7-cfe43f11d48b,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/iny1ovcvjvrTf0Spm3S62b3bLMswb0DpmhswhBS1PG6ozKLAM43m53B5sVsNBc9Xl976z9_l26WecUpt.GQIFV-yN5Bd6Zg4g,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T184601Z__88306059555__dr-at-secwest.net__Stage-2-Late-Morning-Military-AI-DFIR-GenAI-Detection__audio_transcript__7017aefa-57a1-44e0-85c7-cfe43f11d48b.vtt,downloaded,
unpromptedcon-org,FBQUb3LMTiqIU16y4Wuubg==,88306059555,"Stage 2 Late Morning — Military AI, DFIR & GenAI Detection",dr@secwest.net,2026-03-03T18:46:01Z,date_range_only,85b00f68-0b4e-4346-a016-66efd7506aa9,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/j8icf8Gk4Vd42rjJNDZIUqm5SRer86Cp3TR_2XBfr8kw5jVeEbyc7iYdcJnCBg_dI9USI2YtO26EROMA.B9U-jEQEDLULIphQ?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T184601Z__88306059555__dr-at-secwest.net__Stage-2-Late-Morning-Military-AI-DFIR-GenAI-Detection__closed_caption__85b00f68-0b4e-4346-a016-66efd7506aa9.vtt,downloaded,
unpromptedcon-org,lfcsKprJTjuyxaYXt0Z/6g==,85853094870,"Lunch Chat: Marc Rogers (CTO, nbhd.ai) - open discussion",dr@secwest.net,2026-03-04T19:52:42Z,date_range_only,4d34ecb6-94d6-47d7-a1b8-5c49bd4168a4,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/aQ7g3iGWHoOGheYwtmVj_nvxcE-PMjz6qvjNvENDWfNtOOtUzjQSbp4W6MbXDdOOt1sNQgwR3WunCjt-.NQEGiX9cv_5S2i_P,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T195242Z__85853094870__dr-at-secwest.net__Lunch-Chat-Marc-Rogers-CTO-nbhd.ai-open-discussion__audio_transcript__4d34ecb6-94d6-47d7-a1b8-5c49bd4168a4.vtt,downloaded,
unpromptedcon-org,pqdzHFIsRZeWsrfG25RtCQ==,87957364582,"Lunch Chat: Bruce Schneier (Lecturer, Harvard & University of Toronto) - AI & Integrity",dr@secwest.net,2026-03-04T19:51:30Z,date_range_only,5f575c36-f62a-47d0-8567-b778343bba43,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/DGXbTvd5W7-kS9dWjUQFO2gWhasTO2m3vXgeMjPyE7dUXAoGb3kblL_Jlq_eqXKpD_vB4VG2RlTXfB8V.kYoCm9MRb_dPsVFp,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T195130Z__87957364582__dr-at-secwest.net__Lunch-Chat-Bruce-Schneier-Lecturer-Harvard-University-of-Toronto-AI-Integrity__audio_transcript__5f575c36-f62a-47d0-8567-b778343bba43.vtt,downloaded,
unpromptedcon-org,wnvHoX8lQ9SRzcYTB81IBQ==,89794507079,Lunch Chat: Dani Z (IR for an Airline) - Secure AI Usage in Enterprise,dr@secwest.net,2026-03-04T19:52:24Z,date_range_only,cccb8f64-c7c6-48df-89d0-009b2e0674bc,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/Q-Z_gaBcUfwQXp_5hKNSQRQ2ycjViLY-X0S1v5fOZJoprEL-8UBr3Yzveazt6Cwe1jl1EYtY8GlxU9Z7.eysVmmi-y4bqMv-r,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T195224Z__89794507079__dr-at-secwest.net__Lunch-Chat-Dani-Z-IR-for-an-Airline-Secure-AI-Usage-in-Enterprise__audio_transcript__cccb8f64-c7c6-48df-89d0-009b2e0674bc.vtt,downloaded,
unpromptedcon-org,TNaTu6U3RxSYr3P9rkPmNg==,89954966102,"Stage 2 Morning — Agent Recon, IDE Attacks & Capability Auth",dr@secwest.net,2026-03-04T15:48:33Z,date_range_only,48aeaeee-d117-4f2a-9c1b-c06deb44e5d3,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/8kTl25lZr1E86upqKEkaQWBCt_Yhm2tov26NL98vnTLAKaXUpZw05nGVwDwYpkFq1GNMpSNrx0xmpb_n.NZ8rnTB_zm2vN5xN?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154833Z__89954966102__dr-at-secwest.net__Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth__closed_caption__48aeaeee-d117-4f2a-9c1b-c06deb44e5d3.vtt,downloaded,
unpromptedcon-org,TNaTu6U3RxSYr3P9rkPmNg==,89954966102,"Stage 2 Morning — Agent Recon, IDE Attacks & Capability Auth",dr@secwest.net,2026-03-04T15:48:33Z,date_range_only,edd74662-a38d-423d-8fdf-09a855eaff50,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/Jg0PLIB2IwXDwxn8uUwiVeazkF_5dofSoF5On-KS_lr40BEKQRbHa6LbzVeNu92TghsSoM15ueBYTlYU.cmONPFfvs9odgZXZ,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154833Z__89954966102__dr-at-secwest.net__Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth__audio_transcript__edd74662-a38d-423d-8fdf-09a855eaff50.vtt,downloaded,
unpromptedcon-org,0CvYy1FkQzKxcrfiohwstw==,88690394827,"Lunch Chat: Ken Huang (Fellow, Cloud Security Alliance) - Agentic AI",dr@secwest.net,2026-03-03T20:28:10Z,date_range_only,571a435b-b38d-4afb-995d-236b8b506b3b,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/8DnR7tvJH_i_Fuo3PVNPitfeZY94YRKC-kKHkKqAzGzwiBRy4AUJi_lm_5kML778N6TlP66IT2ZpWe3N.5YEt3Pnnx71Gjndq,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T202810Z__88690394827__dr-at-secwest.net__Lunch-Chat-Ken-Huang-Fellow-Cloud-Security-Alliance-Agentic-AI__audio_transcript__571a435b-b38d-4afb-995d-236b8b506b3b.vtt,downloaded,
unpromptedcon-org,0CvYy1FkQzKxcrfiohwstw==,88690394827,"Lunch Chat: Ken Huang (Fellow, Cloud Security Alliance) - Agentic AI",dr@secwest.net,2026-03-03T20:28:10Z,date_range_only,b9d29dc6-2d7e-4634-a1f2-c3162480919b,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/Q5zsmflLKpe4tU6MDYe0EqkAtjFKE3T0sivriS0UfYLYoMoQ1vOPwPihNo6YCcfj0sevCh0qSS-PgauO.1auO6ajsy_Tjs2YF?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T202810Z__88690394827__dr-at-secwest.net__Lunch-Chat-Ken-Huang-Fellow-Cloud-Security-Alliance-Agentic-AI__closed_caption__b9d29dc6-2d7e-4634-a1f2-c3162480919b.vtt,downloaded,
unpromptedcon-org,xhjrb05iThOOhopuc3o+dQ==,86896161688,Stage 2 Morning — AI Governance,dr@secwest.net,2026-03-03T15:28:17Z,date_range_only,2be345b2-51ce-4e8d-b556-7719a722b0ed,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/y8gVrD8ur7IdsWldopByMRJd1fxzfD4h-nwHVB4dpWvHxzDAZcocRX0PQJXWQNDcnzt503vqpHEgWIg.inUJC5bOo2oA5jCy?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T152817Z__86896161688__dr-at-secwest.net__Stage-2-Morning-AI-Governance__closed_caption__2be345b2-51ce-4e8d-b556-7719a722b0ed.vtt,downloaded,
unpromptedcon-org,xhjrb05iThOOhopuc3o+dQ==,86896161688,Stage 2 Morning — AI Governance,dr@secwest.net,2026-03-03T15:28:17Z,date_range_only,b43fd2f8-1b2d-4ccb-8e06-53a16996f74d,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/qzRjHTYs5LvajQDbSYDbwlW3jVsv7XAxD72IhaiQPKbwe38qYrwnzN5z4PxB5iAU8-Wq-g-ECqRfnfgV.RkbO-7rOybesyMOM,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T152817Z__86896161688__dr-at-secwest.net__Stage-2-Morning-AI-Governance__audio_transcript__b43fd2f8-1b2d-4ccb-8e06-53a16996f74d.vtt,downloaded,
unpromptedcon-org,BeT0lK7cSZO0sk3QnwOg4Q==,84095825429,"Stage 1 Late Afternoon — Hardware Hacking, Post-Training & LLM Threats",dr@secwest.net,2026-03-03T22:41:42Z,date_range_only,0bab1277-dfd8-4d45-9f47-80c8658c097a,TRANSCRIPT,VTT,audio_transcript,https://secwest-net.zoom.us/rec/download/tsmzCveZp4VCQOemXwQ-NaIjjJVcLh5VTYqWI7BRCuQ3207qUwplx7V244VY-8kTzUbbVpxoZRoShtSg.1hJft58n7hGDth9D,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T224142Z__84095825429__dr-at-secwest.net__Stage-1-Late-Afternoon-Hardware-Hacking-Post-Training-LLM-Threats__audio_transcript__0bab1277-dfd8-4d45-9f47-80c8658c097a.vtt,downloaded,
unpromptedcon-org,BeT0lK7cSZO0sk3QnwOg4Q==,84095825429,"Stage 1 Late Afternoon — Hardware Hacking, Post-Training & LLM Threats",dr@secwest.net,2026-03-03T22:41:42Z,date_range_only,20deb077-8de2-4f56-820e-46b1a757f20f,CC,VTT,closed_caption,https://secwest-net.zoom.us/rec/download/dS-ALbmG7-I5Y8OTzBweA7ktlV9KBvnL8q4qHXu9TAkV9OM6bV6JBPa9aNuIxW0kViAUDPJThebBuRKG.sdIuANu2aVaxzWUP?type=cc,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T224142Z__84095825429__dr-at-secwest.net__Stage-1-Late-Afternoon-Hardware-Hacking-Post-Training-LLM-Threats__closed_caption__20deb077-8de2-4f56-820e-46b1a757f20f.vtt,downloaded,
